satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,2734,0,0,0,3,5,5,5,2,2,2,5,5,2,5,1,25
satisfied,Female,Loyal Customer,40,Personal Travel,Eco,3762,0,0,0,3,3,2,3,1,1,1,1,2,1,4,0,18
dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,4627,1,4,1,2,1,2,2,3,3,3,5,2,3,2,167,133
dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,3443,1,4,1,2,5,1,5,5,5,3,5,3,4,5,0,0
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,3537,0,0,0,4,3,4,4,1,1,1,1,3,1,4,0,0
satisfied,Female,Loyal Customer,44,Personal Travel,Business,2521,0,0,0,4,5,1,3,1,1,1,1,2,1,4,0,0
dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco,4347,1,4,1,2,3,1,3,3,4,5,4,4,4,3,0,0
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,3384,1,4,1,2,1,2,3,4,4,4,4,3,3,3,0,0
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,3437,1,4,1,2,5,1,5,5,1,2,2,3,4,5,0,0
satisfied,Female,Loyal Customer,12,Personal Travel,Eco,4009,0,0,0,4,2,5,5,5,5,5,5,5,5,3,8,0
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,3896,1,4,1,2,3,1,3,3,5,1,3,3,3,3,0,0
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,3448,1,4,1,2,4,1,3,4,3,1,2,4,1,4,7,0
satisfied,Female,Loyal Customer,54,Personal Travel,Eco Plus,2429,0,0,0,4,5,5,5,3,3,3,3,3,3,3,0,0
satisfied,Female,Loyal Customer,16,Personal Travel,Eco,3227,0,0,0,4,5,5,5,1,1,1,1,3,1,5,2,3
dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,3387,1,4,1,2,1,1,1,1,5,4,3,3,5,1,18,0
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,2406,0,0,0,4,2,0,2,2,5,4,1,2,5,2,17,0
satisfied,Female,Loyal Customer,46,Personal Travel,Eco,2384,0,0,0,4,5,0,5,5,3,5,1,4,4,5,1,0
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,3632,0,0,0,4,4,5,4,4,4,4,4,5,4,5,8,0
satisfied,Female,Loyal Customer,67,Personal Travel,Eco,2310,0,0,0,4,2,5,5,5,5,5,5,5,5,3,7,0
dissatisfied,Male,Loyal Customer,65,Personal Travel,Business,2255,1,4,1,2,5,5,4,3,3,1,3,3,3,5,19,7
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,3872,0,0,0,4,3,4,4,5,5,5,5,4,5,4,0,0
satisfied,Female,Loyal Customer,12,Personal Travel,Eco,2980,0,0,0,4,3,4,5,4,4,4,4,5,4,3,11,0
dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,3390,1,4,1,2,5,1,4,5,4,5,5,4,4,5,27,18
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,2030,0,0,0,4,5,5,4,5,5,4,4,4,5,5,33,25
satisfied,Female,Loyal Customer,63,Personal Travel,Eco,2004,0,0,0,4,2,4,5,2,2,2,2,5,2,5,66,49
dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,3291,1,4,1,2,5,1,5,5,2,1,5,3,5,5,0,0
dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,3544,1,4,1,2,2,1,2,2,3,4,4,5,4,2,24,5
satisfied,Female,Loyal Customer,66,Personal Travel,Eco,1946,0,0,0,4,3,0,3,3,3,1,3,2,3,3,0,0
dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,3339,1,4,1,2,3,1,5,3,5,5,5,4,4,3,0,0
satisfied,Female,Loyal Customer,26,Personal Travel,Eco,3317,0,0,0,4,3,4,4,2,2,2,2,4,2,5,0,0
dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,3369,1,4,1,2,3,1,3,3,3,2,5,1,1,3,6,0
satisfied,Female,Loyal Customer,12,Personal Travel,Business,2819,0,0,0,4,4,4,4,5,5,5,5,4,5,3,0,0
satisfied,Female,Loyal Customer,58,Personal Travel,Eco,1745,0,0,0,4,5,4,4,2,2,2,2,5,2,4,48,46
dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,2924,1,4,1,2,1,1,1,1,3,5,5,5,5,1,0,0
dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco,3293,1,4,1,2,2,1,2,2,4,4,5,4,2,2,28,14
dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,3084,1,4,1,2,2,1,2,2,5,3,5,5,5,2,15,23
satisfied,Female,Loyal Customer,27,Personal Travel,Eco,3207,0,0,0,4,4,4,3,3,3,5,5,4,3,5,0,5
dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco Plus,2670,1,4,1,2,5,1,5,5,3,4,5,4,4,5,1,1
dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,2997,1,4,1,2,3,1,3,3,2,3,5,2,3,3,0,0
satisfied,Female,Loyal Customer,56,Personal Travel,Business,1676,0,0,0,4,3,4,5,3,3,2,2,5,3,5,0,0
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco Plus,2556,1,4,1,2,5,1,5,5,5,5,3,4,4,5,0,0
satisfied,Female,Loyal Customer,45,Personal Travel,Eco,1616,0,0,0,4,4,5,4,1,1,1,1,4,1,4,2,0
dissatisfied,Male,Loyal Customer,30,Personal Travel,Eco,3468,1,4,1,2,1,1,1,5,3,4,4,1,4,1,978,970
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,3104,0,0,0,4,3,5,4,5,5,5,5,4,5,5,2,5
dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco,2754,1,4,1,2,1,1,1,1,3,4,4,5,5,1,0,0
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,3501,1,4,1,2,5,1,5,5,4,4,5,3,4,5,0,0
satisfied,Female,Loyal Customer,20,Personal Travel,Eco,2858,0,0,0,4,5,5,4,3,3,3,3,5,3,5,12,0
satisfied,Female,Loyal Customer,26,Personal Travel,Eco,2957,0,0,0,4,5,4,4,1,1,1,1,3,1,5,0,0
dissatisfied,Female,Loyal Customer,69,Personal Travel,Eco,3093,1,4,1,2,1,5,5,5,2,5,5,5,3,5,259,265
dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco Plus,2534,1,4,1,2,5,1,5,5,5,5,3,5,4,5,7,0
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco Plus,2745,1,4,1,2,5,1,5,5,3,4,5,3,4,5,0,0
satisfied,Female,Loyal Customer,45,Personal Travel,Eco,1571,0,0,0,4,5,4,5,1,1,1,1,4,1,3,69,
satisfied,Female,Loyal Customer,28,Personal Travel,Eco,2711,0,0,0,4,5,4,4,4,4,4,4,4,4,5,0,0
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,2904,1,4,1,2,3,1,3,3,4,3,4,4,5,3,4,2
satisfied,Female,Loyal Customer,11,Personal Travel,Eco,2658,0,0,0,4,3,0,2,3,1,1,4,2,2,3,0,0
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,2446,1,4,1,2,3,1,3,3,3,4,5,4,5,3,0,1
satisfied,Female,Loyal Customer,11,Personal Travel,Eco,2296,0,0,0,4,4,0,5,4,1,2,1,5,5,4,22,37
satisfied,Female,Loyal Customer,39,Personal Travel,Eco,2829,0,0,0,4,3,5,5,1,1,1,1,4,1,4,0,0
satisfied,Female,Loyal Customer,63,Personal Travel,Eco,1477,0,0,0,4,5,5,5,3,3,3,3,5,3,5,0,1
dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,2568,1,4,1,2,4,1,1,4,4,2,3,5,4,4,0,0
satisfied,Female,Loyal Customer,28,Personal Travel,Eco,2870,0,0,0,4,5,4,5,3,3,3,5,5,3,3,0,0
satisfied,Female,Loyal Customer,11,Personal Travel,Eco,2551,0,0,0,4,3,5,5,3,3,3,3,3,3,5,0,0
satisfied,Female,Loyal Customer,45,Personal Travel,Eco,1403,0,0,0,4,5,4,5,4,4,4,4,3,4,4,0,0
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,2715,1,4,1,2,1,1,1,1,4,5,4,5,5,1,11,4
satisfied,Female,Loyal Customer,50,Personal Travel,Eco,1386,0,0,0,4,4,5,4,5,5,5,5,5,5,3,0,0
satisfied,Female,Loyal Customer,49,Personal Travel,Eco,1353,0,0,0,4,3,1,1,5,5,5,5,2,5,1,3,9
satisfied,Female,Loyal Customer,51,Personal Travel,Eco,1351,0,0,0,4,1,1,1,1,1,1,2,1,1,1,0,0
dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,2815,1,4,1,2,2,1,2,2,3,3,4,3,5,2,37,41
satisfied,Female,Loyal Customer,23,Personal Travel,Eco,2645,0,0,0,4,5,5,5,5,4,5,5,5,5,5,25,6
satisfied,Female,Loyal Customer,18,Personal Travel,Eco,2165,0,0,0,4,4,0,4,4,3,2,2,1,4,4,9,21
satisfied,Female,Loyal Customer,69,Personal Travel,Eco Plus,1290,0,0,0,4,3,2,5,2,2,2,2,5,2,2,32,24
dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,2546,1,4,1,2,2,1,2,2,3,2,4,5,5,2,6,19
dissatisfied,Male,Loyal Customer,66,Personal Travel,Business,1270,1,4,1,2,4,3,4,2,2,1,2,3,2,3,0,0
dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco Plus,2544,1,4,1,2,2,1,2,2,5,4,5,4,4,2,0,0
satisfied,Female,Loyal Customer,45,Personal Travel,Eco Plus,1280,0,0,0,4,5,5,4,4,4,5,5,5,4,5,0,0
dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,2625,1,4,1,2,2,1,2,2,4,4,5,5,5,2,0,0
dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,2803,1,4,1,2,5,1,1,5,2,3,4,1,3,5,0,0
dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,2399,1,4,1,2,4,1,5,4,1,4,4,5,2,4,0,0
satisfied,Female,Loyal Customer,43,Personal Travel,Eco,1212,0,0,0,4,4,4,4,4,4,4,4,3,4,5,2,12
dissatisfied,Male,Loyal Customer,19,Personal Travel,Business,2779,1,4,1,2,2,1,2,2,3,2,4,3,4,2,28,26
satisfied,Female,Loyal Customer,64,Personal Travel,Eco,1203,0,0,0,4,5,5,5,2,2,2,2,4,2,5,0,0
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,2498,1,4,1,2,3,1,3,3,4,2,4,3,5,3,37,39
satisfied,Female,Loyal Customer,45,Personal Travel,Eco,1192,0,0,0,4,3,5,5,4,4,4,4,3,4,4,0,0
dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,2621,1,4,1,2,1,1,1,1,3,2,4,3,4,1,97,84
dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,2109,1,4,1,2,5,1,5,5,4,3,4,5,4,5,0,0
dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,2984,1,4,1,2,4,1,4,4,3,3,5,3,4,4,0,0
dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,2294,1,4,1,2,4,1,4,4,4,3,5,3,4,4,0,0
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,2311,0,0,0,4,3,4,4,1,1,1,1,5,1,5,56,86
dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,1942,1,4,1,2,4,1,4,4,5,4,4,4,5,4,0,7
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,2382,1,4,1,2,4,1,4,4,5,5,4,4,5,4,0,0
dissatisfied,Male,Loyal Customer,8,Personal Travel,Business,2596,1,4,1,2,5,1,3,5,4,3,5,3,4,5,0,7
satisfied,Female,Loyal Customer,23,Personal Travel,Eco,2240,0,0,0,4,4,5,4,2,2,2,2,3,2,4,32,15
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,2619,1,4,1,2,3,1,3,3,4,3,4,3,5,3,0,0
satisfied,Female,Loyal Customer,54,Personal Travel,Eco,1082,0,0,0,4,4,4,5,1,1,1,1,3,1,4,21,12
satisfied,Female,Loyal Customer,67,Personal Travel,Eco,1069,0,0,0,4,2,0,3,2,3,2,2,1,3,2,26,13
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,1920,1,4,1,2,4,1,4,4,5,3,4,4,4,4,0,0
dissatisfied,Male,Loyal Customer,45,Personal Travel,Business,1076,1,4,1,2,5,5,4,2,2,1,2,3,2,4,0,0
satisfied,Female,Loyal Customer,47,Personal Travel,Eco,1076,0,0,0,4,5,5,4,2,2,2,2,5,2,3,34,65
dissatisfied,Male,Loyal Customer,30,Personal Travel,Eco,1864,1,4,1,2,1,1,1,1,4,4,5,4,5,1,22,0
satisfied,Female,Loyal Customer,20,Personal Travel,Eco,1981,0,0,0,4,2,5,4,5,5,5,5,4,5,4,0,
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,2303,1,4,1,2,3,1,3,3,4,3,4,4,4,3,50,39
dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,2126,1,4,1,2,2,1,2,2,4,2,4,3,5,2,15,1
dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,2470,1,4,1,2,2,1,2,2,5,2,4,5,4,2,15,2
dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,2761,1,4,1,2,1,1,1,1,2,1,5,4,3,1,0,0
satisfied,Female,Loyal Customer,63,Personal Travel,Eco,1069,0,0,0,4,2,4,5,4,4,4,4,4,4,4,3,28
dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,2228,1,4,1,2,1,1,1,1,4,3,5,5,5,1,0,3
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,2779,1,4,1,2,1,1,1,1,4,2,4,3,4,1,0,2
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1927,0,0,0,4,4,5,1,4,4,4,4,2,4,4,5,1
dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,1898,1,4,1,2,1,1,1,1,4,2,5,4,4,1,0,0
dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,2308,1,4,1,2,5,1,5,5,3,4,5,5,5,5,4,0
satisfied,Female,Loyal Customer,14,Personal Travel,Eco,2451,0,0,0,4,5,5,4,1,1,1,1,5,1,5,0,21
dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,2547,1,4,1,2,3,1,3,3,1,2,5,4,1,3,57,58
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,2248,0,0,0,4,4,5,5,4,4,4,4,5,4,5,0,0
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,2118,0,0,0,4,3,5,4,4,4,4,4,4,4,4,3,0
dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,2330,1,4,1,2,5,1,5,5,5,5,5,3,5,5,4,0
dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,1805,1,4,1,2,1,1,1,1,4,4,5,3,4,1,0,0
dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,2369,1,4,1,2,3,1,3,3,4,2,5,4,5,3,0,0
dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,1875,1,4,1,2,5,1,5,5,3,3,5,3,5,5,11,3
satisfied,Female,Loyal Customer,42,Personal Travel,Eco,1020,0,0,0,4,5,3,4,3,3,3,3,5,3,3,46,39
dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,2209,1,4,1,2,1,1,1,1,4,4,5,3,5,1,5,0
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,2593,1,4,1,2,5,1,5,5,3,4,4,3,4,5,24,4
satisfied,Female,Loyal Customer,54,Personal Travel,Eco,961,0,0,0,4,5,4,5,1,1,1,1,4,1,5,24,30
satisfied,Female,Loyal Customer,51,Personal Travel,Eco,977,0,0,0,4,3,4,4,2,2,2,2,3,2,3,0,1
dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,2048,1,4,1,2,3,1,3,3,5,1,5,4,5,3,2,0
dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco,1670,1,4,1,2,4,1,5,4,4,4,5,4,5,4,39,54
satisfied,Female,Loyal Customer,58,Personal Travel,Eco,981,0,0,0,4,4,0,4,4,4,4,3,1,1,4,31,23
satisfied,Female,Loyal Customer,29,Personal Travel,Eco,2726,0,0,0,4,5,0,3,5,4,3,4,2,5,5,34,23
dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,2127,1,4,1,2,4,1,4,4,5,4,5,3,4,4,19,19
dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,1582,1,4,1,2,1,1,1,1,5,3,4,4,4,1,0,0
dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,2506,1,4,1,2,3,1,3,3,3,2,5,4,4,3,0,0
satisfied,Female,Loyal Customer,16,Personal Travel,Eco,1769,0,0,0,4,2,1,5,2,2,2,4,1,2,1,0,0
dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,1698,1,4,1,2,4,1,4,4,4,1,5,5,3,4,63,67
dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,2202,1,4,1,2,2,1,2,2,5,5,4,3,4,2,0,0
dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco Plus,1836,1,4,1,2,4,1,4,4,5,3,4,5,5,4,0,0
satisfied,Female,Loyal Customer,57,Personal Travel,Eco,948,0,0,0,4,3,3,3,3,4,2,5,5,5,3,0,0
satisfied,Female,Loyal Customer,58,Personal Travel,Eco,903,0,0,0,4,4,4,5,5,5,5,5,3,5,4,33,26
dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco,2021,1,4,1,2,1,1,1,1,4,4,5,5,5,1,1,13
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,2699,1,4,1,2,1,1,1,1,3,4,5,5,5,1,0,0
dissatisfied,Male,Loyal Customer,30,Personal Travel,Eco,1787,1,4,1,2,4,1,1,4,5,3,4,4,5,4,0,14
satisfied,Female,Loyal Customer,59,Personal Travel,Eco,903,0,0,0,4,4,4,5,3,3,2,2,4,3,4,17,16
satisfied,Female,Loyal Customer,70,Personal Travel,Eco,872,0,0,0,4,4,5,5,2,2,2,2,4,2,3,0,0
satisfied,Female,Loyal Customer,37,Personal Travel,Eco,2148,0,0,0,4,3,5,5,3,3,3,3,3,3,4,0,23
dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,1893,1,4,1,2,3,1,3,3,3,4,4,5,5,3,25,2
satisfied,Female,Loyal Customer,36,Personal Travel,Eco,1781,0,0,0,4,5,5,5,4,4,4,4,5,4,3,0,0
satisfied,Female,Loyal Customer,56,Personal Travel,Eco,877,0,0,0,4,1,3,5,3,3,3,3,3,3,4,0,0
dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,1931,1,4,1,2,3,1,3,3,3,2,4,5,2,3,0,0
satisfied,Female,Loyal Customer,35,Personal Travel,Eco Plus,2010,0,0,0,4,5,0,4,5,1,4,5,5,3,5,0,0
satisfied,Female,Loyal Customer,59,Personal Travel,Eco,854,0,0,0,4,1,0,1,1,3,4,4,5,1,1,0,0
dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,2546,1,4,1,2,3,1,3,3,4,3,5,4,5,3,0,0
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,2126,0,0,0,4,3,5,5,1,1,1,1,5,1,5,10,20
dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,2458,1,4,1,2,1,1,1,1,5,2,4,4,5,1,0,13
satisfied,Female,Loyal Customer,53,Personal Travel,Eco Plus,800,0,0,0,4,3,5,4,1,1,1,1,1,1,1,4,21
dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,2539,1,4,1,2,3,1,3,3,1,4,4,5,2,3,2,0
dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,1810,1,4,1,2,3,1,3,3,5,2,5,5,5,3,0,0
dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,2554,1,4,1,2,5,1,5,5,3,2,4,5,5,5,13,11
dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco Plus,1964,1,4,1,2,4,1,4,4,4,3,1,1,2,4,0,0
dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,1819,1,4,1,2,2,1,2,2,4,2,4,3,4,2,0,0
dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,1695,1,4,1,2,2,1,2,2,5,5,5,5,5,2,0,0
satisfied,Female,Loyal Customer,21,Personal Travel,Business,1721,0,0,0,4,1,1,1,4,4,4,4,3,4,2,0,0
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,1902,1,4,1,2,4,1,4,4,4,4,4,5,5,4,6,0
satisfied,Female,Loyal Customer,42,Personal Travel,Eco,801,0,0,0,4,2,4,4,1,1,1,1,5,1,4,21,19
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,1718,1,4,1,2,5,1,5,5,2,5,4,2,3,5,0,3
dissatisfied,Male,Loyal Customer,30,Personal Travel,Eco,2295,1,4,1,2,4,1,4,4,5,5,4,3,4,4,14,0
dissatisfied,Female,Loyal Customer,16,Personal Travel,Eco,2696,1,4,1,2,1,4,4,5,4,4,4,4,3,4,243,256
dissatisfied,Male,Loyal Customer,68,Personal Travel,Eco,2086,1,4,1,2,4,1,4,4,5,5,5,3,4,4,3,10
dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,2282,1,4,1,2,2,1,2,2,5,5,4,4,5,2,0,0
satisfied,Female,Loyal Customer,33,Personal Travel,Eco,1812,0,0,0,4,3,0,3,3,3,5,1,4,2,3,0,0
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,2235,0,0,0,4,1,1,1,5,5,5,5,3,5,2,28,22
dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,2331,1,4,1,2,4,1,4,4,1,5,1,3,5,4,0,0
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,2247,0,0,0,4,4,3,4,4,4,4,4,4,4,4,0,0
dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,1786,1,4,1,2,5,1,5,5,2,1,1,3,4,5,0,0
dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco Plus,1394,1,4,1,2,2,1,1,2,5,5,5,3,4,2,80,76
satisfied,Female,Loyal Customer,63,Personal Travel,Eco,769,0,0,0,4,5,5,4,4,4,4,3,3,4,5,0,0
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,2295,1,4,1,2,3,1,4,3,3,3,4,3,5,3,9,8
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,2140,1,4,1,2,2,1,2,2,5,2,5,5,4,2,0,0
satisfied,Female,Loyal Customer,11,Personal Travel,Business,1696,0,0,0,4,2,4,4,1,1,1,1,4,1,3,5,0
satisfied,Female,Loyal Customer,37,Personal Travel,Eco,1469,0,0,0,5,2,5,4,1,1,1,1,3,1,3,32,24
dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,1864,1,4,1,2,1,1,1,1,3,2,4,4,5,1,62,52
dissatisfied,Male,Loyal Customer,32,Personal Travel,Business,2105,1,4,1,2,2,1,2,2,1,1,2,4,1,2,0,0
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,1564,0,0,0,5,5,1,5,4,4,4,4,5,4,2,11,23
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,709,0,0,0,5,5,1,4,5,5,5,5,4,5,5,0,2
dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,2431,1,4,1,2,3,1,3,3,5,5,4,5,4,3,13,29
satisfied,Female,Loyal Customer,35,Personal Travel,Eco,2263,0,0,0,5,3,4,5,5,5,5,5,3,5,3,0,1
satisfied,Female,Loyal Customer,28,Personal Travel,Eco,1926,0,0,0,5,5,5,4,2,2,2,2,4,2,5,1,0
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,1465,0,0,0,5,4,5,5,2,2,2,2,3,2,4,0,4
satisfied,Female,Loyal Customer,12,Personal Travel,Eco,2104,0,0,0,5,4,4,5,5,5,5,5,5,5,5,75,76
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,2320,1,4,1,2,2,1,2,2,5,3,4,5,5,2,0,0
satisfied,Female,Loyal Customer,18,Personal Travel,Eco,1843,0,0,0,5,4,5,5,1,1,1,1,5,1,5,0,0
satisfied,Female,Loyal Customer,20,Personal Travel,Eco,2372,0,0,0,5,2,4,5,2,2,2,2,5,2,4,0,1
dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,2142,1,4,1,2,1,1,1,1,1,4,2,5,3,1,0,0
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,689,0,0,0,5,5,5,5,2,2,2,2,3,2,5,0,0
dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,1894,1,4,1,2,2,1,2,2,5,5,5,4,4,2,0,0
dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,1823,1,4,1,2,5,1,5,5,4,5,5,3,5,5,0,5
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,1901,1,4,1,2,5,1,5,5,3,3,5,3,4,5,0,0
dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,2172,1,4,1,2,3,1,3,3,5,3,4,5,5,3,5,0
dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco Plus,1482,1,4,1,2,4,1,4,4,5,5,5,3,4,4,24,11
satisfied,Female,Loyal Customer,27,Personal Travel,Eco,1626,0,0,0,5,4,5,5,5,5,5,5,5,5,3,60,53
satisfied,Female,Loyal Customer,63,Personal Travel,Eco,652,0,0,0,5,4,4,5,3,3,3,3,3,3,5,0,0
dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,2072,1,4,1,2,3,1,2,3,5,4,4,5,4,3,4,0
dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco,2377,1,4,1,2,1,1,1,1,3,4,5,5,4,1,16,4
satisfied,Female,Loyal Customer,21,Personal Travel,Eco Plus,1767,0,0,0,5,2,4,5,3,3,3,3,5,3,3,10,0
dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,2321,1,4,1,2,5,1,5,5,4,5,5,3,5,5,0,0
dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,1638,1,4,1,2,2,1,2,2,4,4,5,3,5,2,48,
dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,1430,1,4,1,2,1,1,1,1,5,4,5,5,5,1,70,61
dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,2254,1,4,1,2,3,1,3,3,3,2,5,5,4,3,0,0
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,1905,1,4,1,2,2,1,2,2,4,2,5,5,5,2,24,22
dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,1532,1,4,1,2,1,1,1,1,4,5,4,3,4,1,28,27
satisfied,Female,Loyal Customer,28,Personal Travel,Eco,1590,0,0,0,5,2,4,4,3,3,2,2,3,3,3,0,9
satisfied,Female,Loyal Customer,18,Personal Travel,Business,2194,0,0,0,5,2,5,4,4,4,2,2,3,4,4,1,0
dissatisfied,Female,Loyal Customer,30,Personal Travel,Eco,2116,1,4,1,2,1,4,5,4,4,4,4,5,4,5,158,166
satisfied,Female,Loyal Customer,49,Personal Travel,Eco,602,0,0,0,5,4,5,4,3,3,3,3,4,3,4,0,0
satisfied,Female,Loyal Customer,11,Personal Travel,Eco Plus,2233,0,0,0,5,2,0,2,2,4,1,3,4,5,2,29,28
